"Message",Low,"La génération a démarré."
"Message",Low,"Projet ""Unnamed_1"" (cibles par défaut) :"
"Message",Low,"Génération à l'aide des outils version ""4.0""."
"Message",Low,"Cible ""PrintILCStartMessage"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" du projet ""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\Unnamed_1"" (la cible ""Build"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""IlcMessageTask"" à partir de l'assembly ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\ilc.exe""."
"Message",Low,"Tâche ""IlcMessageTask"""
"Message",High,"Démarrage de la compilation .NET Native"
"Message",Low,"Exécution de la tâche ""IlcMessageTask"" terminée."
"Message",Low,"Génération de la cible ""PrintILCStartMessage"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""RunGatekeeper"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" du projet ""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\Unnamed_1"" (la cible ""Build"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""WriteLinesToFile"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""WriteLinesToFile"""
"Message",Low,"Exécution de la tâche ""WriteLinesToFile"" terminée."
"Message",Low,"Utilisation de la tâche ""StartProcessTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""StartProcessTask"""
"Message",Normal,"Lancement de 'C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\tools\Gatekeeper.exe @""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\intermediate\gkargs.rsp""'"
"Message",Low,"Microsoft (R) .NET Native Gatekeeper, version 1.0.24208.00 "
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved. "
"Message",Low," "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\ColorPicker.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\CrossPieCharts.ClassLibrary.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Jeedom.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\JeedomApp.exe'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Localisation.winmd'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Microsoft.ApplicationInsights.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Microsoft.ApplicationInsights.Extensibility.Windows.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Microsoft.ApplicationInsights.PersistenceChannel.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Microsoft.Xaml.Interactions.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Microsoft.Xaml.Interactivity.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Newtonsoft.Json.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Notification.winmd'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\System.Reactive.Core.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\System.Reactive.Interfaces.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\System.Reactive.Linq.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\System.Reactive.PlatformServices.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\Template10Library.dll'. "
"Message",Low,"V�rification de l'assembly 'C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\VoiceCommandService.winmd'. "
"Message",Normal,"'C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\tools\Gatekeeper.exe @""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\intermediate\gkargs.rsp""' achevé."
"Message",Normal,"Statistiques d'exécution de processus (toutes les durées en millisecondes)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"lancement | début |   arrêt  |   fin    |  durée   | durée de vie | nom [emplacement]"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       94 |     2610 |     2610 |     2516 |     2610 | [0] Gatekeeper"
"Message",Normal,"Nombre de commandes :    1"
"Message",Normal,"Temps système total :    2625 ms"
"Message",Normal,"Temps système par commande : 2625 ms"
"Message",Normal,"Durée totale :           2516 ms"
"Message",Normal,"Durée de vie totale :    2610 ms"
"Message",Normal,"DOP demandé :            2"
"Message",Normal,"Durée DOP :              1,0"
"Message",Normal,"Durée de vie DOP :       1,0"
"Message",Low,"Exécution de la tâche ""StartProcessTask"" terminée."
"Message",Low,"Génération de la cible ""RunGatekeeper"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""LogAppContextSwitches"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" du projet ""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\Unnamed_1"" (la cible ""SetMainTargetPaths"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""Message"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""Message"""
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"Exécution de la tâche ""Message"" terminée."
"Message",Low,"Génération de la cible ""LogAppContextSwitches"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""SetMainTargetPaths"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" du projet ""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\Unnamed_1"" (la cible ""CopyNativeExecutablesToOutput"" en dépend) :"
"Message",Low,"Génération de la cible ""SetMainTargetPaths"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""GenerateFakeExe"" ignorée en raison d'une fausse condition ; (!Exists('@(InputILTarget)')) a été évaluée comme (!Exists('C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\in\JeedomApp.exe'))."
"Message",Low,"Cible ""InjectCoreLibTypeForwards"" ignorée en raison d'une fausse condition ; ('$(UseSharedAssemblies)' != 'true') a été évaluée comme ('true' != 'true')."
"Message",Low,"Cible ""InjectWindowsRuntimeTypeForwards"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\x64\ilc\IlcInternals.targets"" du projet ""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\Unnamed_1"" (la cible ""RunILTransforms"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""MakeDir"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""MakeDir"""
"Message",Normal,"Création du répertoire ""C:\Users\micha_000\Source\Repos\JeedomApp\JeedomApp\obj\x64\Release\ilc\intermediate\TransformedSRWR\""."
"Message",Low,"Exécution de la tâche ""MakeDir"" terminée."
"Message",Low,"Utilisation de la tâche ""ILTransformTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""ILTransformTask"""
"Message",Normal,"Exécution de la transformation 'InjectWindowsRuntimeTypeForwards', tas à 9 Mo."
"Message",Normal,"Exécution de la transformation 'WriteAssemblies', tas à 15 Mo."
"Message",Normal,""
"Message",Normal,"Résumé de la transformation"
"Message",Normal,"   ms | delta du tas | nom"
"Message",Normal,"  1189 |          6 | InjectWindowsRuntimeTypeForwards"
"Message",Normal,"   552 |          2 | WriteAssemblies"
"Message",Low,"Exécution de la tâche ""ILTransformTask"" terminée."
"Message",Low,"Génération de la cible ""InjectWindowsRuntimeTypeForwards"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""InjectCoreLibTypeForwards"" ignorée en raison d'une fausse condition ; ('$(UseSharedAssemblies)' != 'true') a été évaluée comme ('true' != 'true')."
